Cluster	DNase_ENCODE_ID	DNase_Output_Type	thresholded_bigInteract	full_predictions	thresholded_bedpe	thresholded_predictions	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
T-cell_ENCSR540VTN	ENCFF096GHS	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR540VTN_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR540VTN_thresholded_predictions.tsv.gz	syn55175781	syn55175786	syn55175778	syn55175779
T-cell_ENCSR541PUY	ENCFF365VAK	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR541PUY_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR541PUY_thresholded_predictions.tsv.gz	syn55175787	syn55175791	syn55175782	syn55175784
T-cell_ENCSR552TPH	ENCFF558ELY	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR552TPH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR552TPH_thresholded_predictions.tsv.gz	syn55175790	syn55175795	syn55175788	syn55175789
T-cell_ENCSR560MXA	ENCFF633EYK	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR560MXA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR560MXA_thresholded_predictions.tsv.gz	syn55175796	syn55175800	syn55175793	syn55175794
T-cell_ENCSR561ZLY	ENCFF201MUP	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR561ZLY_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR561ZLY_thresholded_predictions.tsv.gz	syn55175799	syn55175804	syn55175797	syn55175798
T-cell_ENCSR581RSO	ENCFF890PGM	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR581RSO_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR581RSO_thresholded_predictions.tsv.gz	syn55175805	syn55175809	syn55175802	syn55175803
T-cell_ENCSR597URK	ENCFF051GHB	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR597URK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR597URK_thresholded_predictions.tsv.gz	syn55175811	syn55175814	syn55175807	syn55175808
T-cell_ENCSR627QIA	ENCFF283USW	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR627QIA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR627QIA_thresholded_predictions.tsv.gz	syn55175815	syn55175818	syn55175812	syn55175813
T-cell_ENCSR627UDJ	ENCFF221YGE	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR627UDJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR627UDJ_thresholded_predictions.tsv.gz	syn55175828	syn55175822	syn55175816	syn55175817
T-cell_ENCSR628IRM	ENCFF945AXF	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR628IRM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR628IRM_thresholded_predictions.tsv.gz	syn55175824	syn55175827	syn55175820	syn55175821
T-cell_ENCSR630XDN	ENCFF283NJI	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR630XDN_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR630XDN_thresholded_predictions.tsv.gz	syn55175830	syn55175833	syn55175825	syn55175826
T-cell_ENCSR631XIF	ENCFF845VIU	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR631XIF_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR631XIF_thresholded_predictions.tsv.gz	syn55175834	syn55175837	syn55175831	syn55175832
T-cell_ENCSR635URJ	ENCFF304ENV	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR635URJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR635URJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR635URJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR635URJ_thresholded_predictions.tsv.gz	syn55175838	syn55175843	syn55175835	syn55175836
T-cell_ENCSR642DZF	ENCFF608NVR	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR642DZF_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR642DZF_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR642DZF_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR642DZF_thresholded_predictions.tsv.gz	syn55175844	syn55175847	syn55175840	syn55175842
T-cell_ENCSR715TMH	ENCFF423ZPD	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR715TMH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR715TMH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR715TMH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR715TMH_thresholded_predictions.tsv.gz	syn55175848	syn55175852	syn55175845	syn55175846
T-cell_ENCSR784RMA	ENCFF547RIP	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR784RMA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR784RMA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR784RMA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR784RMA_thresholded_predictions.tsv.gz	syn55175853	syn55175856	syn55175850	syn55175851
T-cell_ENCSR785RIM	ENCFF427ZCV	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR785RIM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR785RIM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR785RIM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR785RIM_thresholded_predictions.tsv.gz	syn55175858	syn55175862	syn55175854	syn55175855
T-cell_ENCSR788SKJ	ENCFF346ZFK	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR788SKJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR788SKJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR788SKJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR788SKJ_thresholded_predictions.tsv.gz	syn55175861	syn55175866	syn55175859	syn55175860
T-cell_ENCSR803JVQ	ENCFF055SUH	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR803JVQ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR803JVQ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR803JVQ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR803JVQ_thresholded_predictions.tsv.gz	syn55175867	syn55175871	syn55175863	syn55175864
T-cell_ENCSR815DWW	ENCFF387TXI	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR815DWW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR815DWW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR815DWW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR815DWW_thresholded_predictions.tsv.gz	syn55175872	syn55175875	syn55175868	syn55175869
T-cell_ENCSR837ZSS	ENCFF824MHY	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR837ZSS_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR837ZSS_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR837ZSS_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR837ZSS_thresholded_predictions.tsv.gz	syn55175877	syn55175880	syn55175873	syn55175874
T-cell_ENCSR863LZT	ENCFF167LIP	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR863LZT_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR863LZT_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR863LZT_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR863LZT_thresholded_predictions.tsv.gz	syn55175881	syn55175886	syn55175878	syn55175879
T-cell_ENCSR878ITC	ENCFF625OES	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR878ITC_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR878ITC_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR878ITC_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR878ITC_thresholded_predictions.tsv.gz	syn55175887	syn55175890	syn55175882	syn55175883
T-cell_ENCSR926SNI	ENCFF252DLW	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR926SNI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR926SNI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR926SNI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR926SNI_thresholded_predictions.tsv.gz	syn55175891	syn55175894	syn55175888	syn55175889
T-cell_ENCSR934IKS	ENCFF475QIO	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR934IKS_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR934IKS_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR934IKS_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR934IKS_thresholded_predictions.tsv.gz	syn55175896	syn55175899	syn55175892	syn55175893
T-cell_ENCSR965JHW	ENCFF207YBC	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_T-cell_ENCSR965JHW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_T-cell_ENCSR965JHW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_T-cell_ENCSR965JHW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_T-cell_ENCSR965JHW_thresholded_predictions.tsv.gz	syn55175900	syn55175904	syn55175897	syn55175898
bipolar_neuron_ENCSR626RVD	ENCFF772EJG, ENCFF125JWY	alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_bipolar_neuron_ENCSR626RVD_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_bipolar_neuron_ENCSR626RVD_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_bipolar_neuron_ENCSR626RVD_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_bipolar_neuron_ENCSR626RVD_thresholded_predictions.tsv.gz	syn55175905	syn55175908	syn55175901	syn55175902
endothelial_cell_ENCSR541IET	ENCFF537CMG, ENCFF271JOQ	alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_endothelial_cell_ENCSR541IET_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_endothelial_cell_ENCSR541IET_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_endothelial_cell_ENCSR541IET_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_endothelial_cell_ENCSR541IET_thresholded_predictions.tsv.gz	syn55175909	syn55175913	syn55175906	syn55175907
astrocyte_ENCSR146KFX	ENCFF639ETA	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_astrocyte_ENCSR146KFX_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_astrocyte_ENCSR146KFX_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_astrocyte_ENCSR146KFX_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_astrocyte_ENCSR146KFX_thresholded_predictions.tsv.gz	syn55175915	syn55175918	syn55175910	syn55175911
astrocyte_ENCSR000EPM	ENCFF368UGK, ENCFF451KYB	unfiltered alignments, unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_astrocyte_ENCSR000EPM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_astrocyte_ENCSR000EPM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_astrocyte_ENCSR000EPM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_astrocyte_ENCSR000EPM_thresholded_predictions.tsv.gz	syn55175919	syn55175923	syn55175916	syn55175917
mesenchymal_stem_cell_ENCSR731QLJ	ENCFF701GQV	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_mesenchymal_stem_cell_ENCSR731QLJ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_mesenchymal_stem_cell_ENCSR731QLJ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_mesenchymal_stem_cell_ENCSR731QLJ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_mesenchymal_stem_cell_ENCSR731QLJ_thresholded_predictions.tsv.gz	syn55175924	syn55175927	syn55175920	syn55175922
